UE1_total_throughput
33617.0
50102.0
32697.0
23418.0
567.0
2104.0
7119.0
9198.0
2143.0
5150.0
6837.0
22179.0
13304.0
19378.0
11454.0
20081.0
8470.0
42088.0
35035.0
17207.0
27844.0
28578.0
28425.0
34218.0
31055.0
28430.0
23481.0
62986.0
49118.0
34604.0
53739.0
42239.0
30323.0
11174.0
10717.0
17054.0
32001.0
26299.0
8367.0
11447.0
3020.0
11959.0
11414.0
25093.0
18396.0
12249.0
30615.0
26373.0
15062.0
35987.0
21800.0
14998.0
2451.0
25524.0
15480.0
16005.0
16561.0
10787.0
4760.0
12519.0
16800.0
9563.0
8597.0
20714.0
21673.0
39627.0
22880.0
22306.0
9161.0
13212.0
27959.0
30222.0
32766.0
11022.0
26862.0
25367.0
24225.0
18986.0
23405.0
12443.0
25767.0
28819.0
26187.0
20182.0
9242.0
15484.0
9534.0
7338.0
13460.0
12430.0
12342.0
17835.0
446.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7044.0
18879.0
20050.0
16852.0
13884.0
15450.0
14048.0
15840.0
13449.0
17831.0
5322.0
365.0
15667.0
15175.0
18694.0
18740.0
12842.0
10891.0
15187.0
14207.0
6877.0
569.0
2847.0
11067.0
13130.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
20196.0
15427.0
24833.0
48735.0
55910.0
26131.0
8467.0
7591.0
9909.0
3110.0
16361.0
5890.0
5894.0
18820.0
20142.0
28404.0
17787.0
1134.0
19129.0
24220.0
30684.0
30561.0
18125.0
23789.0
26477.0
18973.0
47658.0
31058.0
30785.0
30298.0
49419.0
61298.0
53231.0
57003.0
43203.0
27582.0
14372.0
15528.0
20752.0
34973.0
13133.0
8223.0
1015.0
15040.0
11113.0
12493.0
17189.0
9928.0
10580.0
10149.0
15592.0
16057.0
23411.0
19814.0
20534.0
6802.0
21672.0
1243.0
2930.0
21989.0
9980.0
1983.0
27658.0
6156.0
6530.0
8381.0
21036.0
25474.0
30552.0
22616.0
14671.0
12573.0
23202.0
22783.0
31504.0
24046.0
19641.0
19541.0
29486.0
24210.0
23768.0
16437.0
17459.0
20455.0
24080.0
13042.0
17141.0
9479.0
12983.0
13695.0
8347.0
15690.0
14335.0
11844.0
14615.0
1285.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
